Datatime, ip
2019-09-10 17:47:43, 192.168.0.102 
2019-09-10 18:02:12, 192.168.0.102 
2019-09-10 18:08:10, 192.168.0.102 
2019-09-10 23:19:53, 192.168.0.102 
2019-09-10 23:19:53, 192.168.0.102 
2019-09-10 23:19:53, 192.168.0.102 
2019-09-10 23:19:53, 192.168.0.102 
2019-09-10 23:07:41, 192.168.0.102 
2019-09-10 23:19:53, 192.168.0.102 
2019-09-10 23:09:10, 192.168.0.102 
2019-09-10 23:07:41, 192.168.0.102 
2019-09-10 23:09:10, 192.168.0.102 
2019-09-10 23:15:05, 192.168.0.102 
2019-09-10 23:08:36, 192.168.0.102 
2019-09-10 23:19:53, 192.168.0.102 
2019-09-10 23:15:05, 192.168.0.102 
2019-09-10 23:07:41, 192.168.0.102 
2019-09-10 23:19:53, 192.168.0.102 
2019-09-10 23:19:53, 192.168.0.102 
2019-09-10 23:19:53, 192.168.0.102 
2019-09-10 23:19:53, 192.168.0.102 
2019-09-10 23:19:53, 192.168.0.102 
2019-09-10 23:19:53, 192.168.0.102 
2019-09-10 23:19:53, 192.168.0.102 
2019-09-10 23:08:36, 192.168.0.102 
2019-09-10 23:19:53, 192.168.0.102 
2019-09-10 23:19:53, 192.168.0.102 
2019-09-10 23:19:53, 192.168.0.102 
2019-09-10 23:19:53, 192.168.0.102 
2019-09-10 23:19:53, 192.168.0.102 
2019-09-10 23:19:53, 192.168.0.102 
2019-09-10 23:19:53, 192.168.0.102 
2019-09-10 23:19:53, 192.168.0.102 
2019-09-10 23:19:53, 192.168.0.102 
2019-09-10 23:20:02, 192.168.0.102 
2019-09-10 23:31:50, 192.168.0.102 
2019-09-10 23:40:40, 192.168.0.102 
2019-09-10 23:52:08, 192.168.0.102 
2019-09-11 00:00:58, 192.168.0.102 
2019-09-11 00:11:13, 192.168.0.102 
2019-09-11 00:22:09, 192.168.0.102 
2019-09-11 00:30:42, 192.168.0.102 
2019-09-11 00:40:49, 192.168.0.102 
2019-09-11 00:50:52, 192.168.0.102 
2019-09-11 01:00:37, 192.168.0.102 
2019-09-11 01:10:51, 192.168.0.102 
2019-09-11 01:20:38, 192.168.0.102 
2019-09-11 01:30:28, 192.168.0.102 
2019-09-11 01:40:40, 192.168.0.102 
2019-09-11 01:50:45, 192.168.0.102 
2019-09-11 02:00:56, 192.168.0.102 
2019-09-11 02:11:05, 192.168.0.102 
2019-09-11 02:20:38, 192.168.0.102 
2019-09-11 02:30:59, 192.168.0.102 
2019-09-11 02:42:14, 192.168.0.102 
2019-09-11 02:52:50, 192.168.0.102 
2019-09-11 03:02:28, 192.168.0.102 
2019-09-11 03:15:25, 192.168.0.102 
2019-09-11 03:28:03, 192.168.0.102 
2019-09-11 03:34:07, 192.168.0.102 
2019-09-11 03:46:32, 192.168.0.102 
2019-09-11 03:57:53, 192.168.0.102 
2019-09-11 04:05:56, 192.168.0.102 
2019-09-11 04:16:31, 192.168.0.102 
2019-09-11 04:31:28, 192.168.0.102 
2019-09-11 04:40:01, 192.168.0.102 
2019-09-11 05:06:00, 192.168.0.102 
2019-09-11 05:08:47, 192.168.0.102 
2019-09-11 05:06:49, 192.168.0.102 
2019-09-11 06:11:36, 192.168.0.102 
2019-09-11 07:54:59, 192.168.0.102 
2019-09-11 10:19:32, 192.168.0.102 
2019-09-11 10:19:35, 192.168.0.102 
2019-09-11 10:19:32, 192.168.0.102 
2019-09-11 10:19:32, 192.168.0.102 
2019-09-11 10:19:32, 192.168.0.102 
2019-09-11 10:19:32, 192.168.0.102 
2019-09-11 10:19:32, 192.168.0.102 
2019-09-11 10:19:32, 192.168.0.102 
2019-09-11 10:19:32, 192.168.0.102 
2019-09-11 10:19:32, 192.168.0.102 
2019-09-11 10:19:32, 192.168.0.102 
2019-09-11 10:19:32, 192.168.0.102 
2019-09-11 10:19:32, 192.168.0.102 
2019-09-11 10:19:32, 192.168.0.102 
2019-09-11 10:19:32, 192.168.0.102 
2019-09-11 10:19:32, 192.168.0.102 
2019-09-11 10:19:32, 192.168.0.102 
2019-09-11 10:19:32, 192.168.0.102 
2019-09-11 10:19:32, 192.168.0.102 
2019-09-11 10:19:32, 192.168.0.102 
2019-09-11 10:19:32, 192.168.0.102 
2019-09-11 10:19:32, 192.168.0.102 
2019-09-11 10:19:35, 192.168.0.102 
2019-09-11 10:19:35, 192.168.0.102 
2019-09-11 10:19:32, 192.168.0.102 
2019-09-11 10:19:35, 192.168.0.102 
2019-09-11 10:19:35, 192.168.0.102 
2019-09-11 10:19:32, 192.168.0.102 
2019-09-11 10:20:01, 192.168.0.102 
2019-09-11 10:31:46, 192.168.0.102 
2019-09-11 10:41:43, 192.168.0.102 
2019-09-11 10:50:58, 192.168.0.102 
2019-09-11 11:01:17, 192.168.0.102 
2019-09-11 11:10:17, 192.168.0.102 
2019-09-11 11:20:02, 192.168.0.102 
2019-09-11 11:31:32, 192.168.0.102 
2019-09-11 11:41:09, 192.168.0.102 
2019-09-11 11:50:49, 192.168.0.102 
2019-09-11 12:00:27, 192.168.0.102 
2019-09-11 12:12:51, 192.168.0.102 
2019-09-11 12:20:38, 192.168.0.102 
2019-09-11 12:34:40, 192.168.0.102 
2019-09-11 12:40:47, 192.168.0.102 
2019-09-11 12:50:36, 192.168.0.102 
2019-09-11 13:01:19, 192.168.0.102 
2019-09-11 13:14:22, 192.168.0.102 
2019-09-11 13:22:49, 192.168.0.102 
2019-09-11 13:37:00, 192.168.0.102 
2019-09-11 13:44:59, 192.168.0.102 
2019-09-11 13:57:36, 192.168.0.102 
2019-09-11 14:06:06, 192.168.0.102 
2019-09-11 14:16:15, 192.168.0.102 
2019-09-11 14:22:26, 192.168.0.102 
2019-09-11 14:38:22, 192.168.0.102 
2019-09-11 15:06:40, 192.168.0.102 
2019-09-11 15:14:12, 192.168.0.102 
2019-09-11 15:27:20, 192.168.0.102 
2019-09-11 15:39:40, 192.168.0.102 
2019-09-11 15:52:06, 192.168.0.102 
2019-09-11 19:54:10, 192.168.0.102 
2019-09-11 19:54:10, 192.168.0.102 
2019-09-11 19:54:11, 192.168.0.102 
2019-09-11 19:54:11, 192.168.0.102 
2019-09-11 19:54:10, 192.168.0.102 
2019-09-11 19:54:10, 192.168.0.102 
2019-09-11 19:54:10, 192.168.0.102 
2019-09-11 19:54:10, 192.168.0.102 
2019-09-11 19:54:10, 192.168.0.102 
2019-09-11 19:54:10, 192.168.0.102 
2019-09-11 19:54:11, 192.168.0.102 
2019-09-11 19:54:11, 192.168.0.102 
2019-09-11 19:54:10, 192.168.0.102 
2019-09-11 19:54:10, 192.168.0.102 
2019-09-11 19:54:10, 192.168.0.102 
2019-09-11 19:54:10, 192.168.0.102 
2019-09-11 19:54:10, 192.168.0.102 
2019-09-11 19:54:10, 192.168.0.102 
2019-09-11 19:54:10, 192.168.0.102 
2019-09-11 19:54:10, 192.168.0.102 
2019-09-11 19:54:10, 192.168.0.102 
2019-09-11 19:54:11, 192.168.0.102 
2019-09-11 19:54:10, 192.168.0.102 
2019-09-11 19:54:10, 192.168.0.102 
2019-09-11 19:54:10, 192.168.0.102 
2019-09-11 20:00:37, 192.168.0.102 
2019-09-11 20:10:13, 192.168.0.102 
2019-09-11 20:20:26, 192.168.0.102 
2019-09-11 20:30:16, 192.168.0.102 
2019-09-11 20:41:20, 192.168.0.102 
2019-09-11 20:55:49, 192.168.0.102 
2019-09-11 21:00:43, 192.168.0.102 
2019-09-11 21:11:03, 192.168.0.102 
2019-09-11 21:20:33, 192.168.0.102 
2019-09-11 21:30:47, 192.168.0.102 
2019-09-11 21:41:07, 192.168.0.102 
2019-09-11 21:50:44, 192.168.0.102 
2019-09-11 22:00:22, 192.168.0.102 
2019-09-11 22:10:22, 192.168.0.102 
2019-09-11 22:20:24, 192.168.0.102 
2019-09-11 22:33:12, 192.168.0.102 
2019-09-11 22:40:29, 192.168.0.102 
2019-09-11 22:50:30, 192.168.0.102 
2019-09-11 23:00:41, 192.168.0.102 
2019-09-11 23:10:47, 192.168.0.102 
2019-09-11 23:21:24, 192.168.0.102 
2019-09-11 23:40:58, 192.168.0.102 
2019-09-11 23:49:43, 192.168.0.102 
2019-09-11 23:57:00, 192.168.0.102 
2019-09-12 00:02:56, 192.168.0.102 
2019-09-12 00:14:22, 192.168.0.102 
2019-09-12 00:27:26, 192.168.0.102 
2019-09-12 00:35:30, 192.168.0.102 
2019-09-12 00:42:23, 192.168.0.102 
2019-09-12 00:55:47, 192.168.0.102 
2019-09-12 01:02:38, 192.168.0.102 
2019-09-12 01:14:49, 192.168.0.102 
2019-09-12 01:28:29, 192.168.0.102 
2019-09-12 01:42:32, 192.168.0.102 
2019-09-12 01:51:24, 192.168.0.102 
2019-09-12 01:58:04, 192.168.0.102 
2019-09-12 02:06:15, 192.168.0.102 
2019-09-12 02:32:42, 192.168.0.102 
2019-09-12 05:26:51, 192.168.0.102 
2019-09-12 06:03:05, 192.168.0.102 
2019-09-12 06:03:05, 192.168.0.102 
2019-09-12 06:03:05, 192.168.0.102 
2019-09-12 06:03:05, 192.168.0.102 
2019-09-12 06:03:05, 192.168.0.102 
2019-09-12 06:03:05, 192.168.0.102 
2019-09-12 06:03:05, 192.168.0.102 
2019-09-12 06:03:05, 192.168.0.102 
2019-09-12 06:03:05, 192.168.0.102 
2019-09-12 06:03:05, 192.168.0.102 
2019-09-12 06:03:05, 192.168.0.102 
2019-09-12 06:03:05, 192.168.0.102 
2019-09-12 06:03:05, 192.168.0.102 
2019-09-12 06:03:05, 192.168.0.102 
2019-09-12 06:03:05, 192.168.0.102 
2019-09-12 06:03:05, 192.168.0.102 
2019-09-12 06:03:05, 192.168.0.102 
2019-09-12 06:03:05, 192.168.0.102 
2019-09-12 06:03:05, 192.168.0.102 
2019-09-12 06:03:05, 192.168.0.102 
2019-09-12 06:03:05, 192.168.0.102 
2019-09-12 06:03:05, 192.168.0.102 
2019-09-12 06:10:02, 192.168.0.102 
2019-09-12 06:20:09, 192.168.0.102 
2019-09-12 06:30:28, 192.168.0.102 
2019-09-12 06:40:47, 192.168.0.102 
2019-09-12 06:50:02, 192.168.0.102 
2019-09-12 07:00:45, 192.168.0.102 
2019-09-12 07:10:06, 192.168.0.102 
2019-09-12 07:20:18, 192.168.0.102 
2019-09-12 07:30:04, 192.168.0.102 
2019-09-12 07:40:36, 192.168.0.102 
2019-09-12 07:50:25, 192.168.0.102 
2019-09-12 08:00:43, 192.168.0.102 
2019-09-12 08:10:55, 192.168.0.102 
2019-09-12 08:20:39, 192.168.0.102 
2019-09-12 08:30:59, 192.168.0.102 
2019-09-12 08:40:34, 192.168.0.102 
2019-09-12 08:50:27, 192.168.0.102 
2019-09-12 09:00:40, 192.168.0.102 
2019-09-12 09:10:44, 192.168.0.102 
2019-09-12 09:20:31, 192.168.0.102 
2019-09-12 09:30:36, 192.168.0.102 
2019-09-12 09:40:51, 192.168.0.102 
2019-09-12 09:50:37, 192.168.0.102 
2019-09-12 10:00:36, 192.168.0.102 
2019-09-12 10:10:30, 192.168.0.102 
2019-09-12 10:21:30, 192.168.0.102 
2019-09-12 10:30:46, 192.168.0.102 
2019-09-12 10:40:32, 192.168.0.102 
2019-09-12 10:50:32, 192.168.0.102 
2019-09-12 11:00:46, 192.168.0.102 
2019-09-12 11:10:38, 192.168.0.102 
2019-09-12 11:20:05, 192.168.0.102 
2019-09-12 11:30:36, 192.168.0.102 
2019-09-12 11:40:39, 192.168.0.102 
2019-09-12 11:50:35, 192.168.0.102 
2019-09-12 12:00:32, 192.168.0.102 
2019-09-12 12:10:41, 192.168.0.102 
2019-09-12 12:21:12, 192.168.0.102 
2019-09-12 12:30:56, 192.168.0.102 
2019-09-12 12:40:43, 192.168.0.102 
2019-09-12 12:50:03, 192.168.0.102 
2019-09-12 13:00:33, 192.168.0.102 
2019-09-12 13:10:38, 192.168.0.102 
2019-09-12 13:20:49, 192.168.0.102 
2019-09-12 13:33:10, 192.168.0.102 
2019-09-12 13:40:41, 192.168.0.102 
2019-09-12 13:50:42, 192.168.0.102 
2019-09-12 14:00:36, 192.168.0.102 
2019-09-12 14:10:31, 192.168.0.102 
2019-09-12 14:20:33, 192.168.0.102 
2019-09-12 14:30:49, 192.168.0.102 
2019-09-12 14:40:28, 192.168.0.102 
2019-09-12 14:50:33, 192.168.0.102 
2019-09-12 15:00:36, 192.168.0.102 
2019-09-12 15:10:22, 192.168.0.102 
2019-09-12 15:20:54, 192.168.0.102 
2019-09-12 15:30:38, 192.168.0.102 
2019-09-12 15:41:12, 192.168.0.102 
2019-09-12 15:50:47, 192.168.0.102 
2019-09-12 16:00:48, 192.168.0.102 
2019-09-12 16:10:33, 192.168.0.102 
2019-09-12 16:20:40, 192.168.0.102 
2019-09-12 16:31:39, 192.168.0.102 
2019-09-12 16:41:37, 192.168.0.102 
2019-09-12 16:50:32, 192.168.0.102 
2019-09-12 17:00:37, 192.168.0.102 
2019-09-12 17:10:45, 192.168.0.102 
2019-09-12 17:20:36, 192.168.0.102 
2019-09-12 17:30:50, 192.168.0.102 
2019-09-12 17:40:32, 192.168.0.102 
2019-09-12 17:50:40, 192.168.0.102 
2019-09-12 18:00:33, 192.168.0.102 
2019-09-12 18:10:31, 192.168.0.102 
2019-09-12 18:20:27, 192.168.0.102 
2019-09-12 18:30:31, 192.168.0.102 
2019-09-12 18:40:33, 192.168.0.102 
2019-09-12 18:50:41, 192.168.0.102 
2019-09-12 19:00:35, 192.168.0.102 
2019-09-12 19:10:54, 192.168.0.102 
2019-09-12 19:20:44, 192.168.0.102 
2019-09-12 19:30:40, 192.168.0.102 
2019-09-12 19:40:34, 192.168.0.102 
2019-09-12 19:50:43, 192.168.0.102 
2019-09-12 20:00:52, 192.168.0.102 
2019-09-12 20:10:36, 192.168.0.102 
2019-09-12 20:20:26, 192.168.0.102 
2019-09-12 20:30:49, 192.168.0.102 
2019-09-12 20:40:41, 192.168.0.102 
2019-09-12 20:50:37, 192.168.0.102 
2019-09-12 21:00:30, 192.168.0.102 
2019-09-12 21:10:51, 192.168.0.102 
2019-09-12 21:21:15, 192.168.0.102 
2019-09-12 21:33:58, 192.168.0.102 
2019-09-12 21:52:24, 192.168.0.102 
2019-09-12 21:56:32, 192.168.0.102 
2019-09-12 22:09:31, 192.168.0.102 
2019-09-12 22:17:03, 192.168.0.102 
2019-09-12 22:27:44, 192.168.0.102 
2019-09-12 22:39:25, 192.168.0.102 
2019-09-12 22:50:10, 192.168.0.102 
2019-09-12 23:01:56, 192.168.0.102 
2019-09-12 23:09:38, 192.168.0.102 
2019-09-13 01:50:36, 192.168.0.102 
2019-09-13 03:26:52, 192.168.0.102 
2019-09-13 03:26:52, 192.168.0.102 
2019-09-13 03:26:52, 192.168.0.102 
2019-09-13 03:26:52, 192.168.0.102 
2019-09-13 03:26:52, 192.168.0.102 
2019-09-13 03:26:52, 192.168.0.102 
2019-09-13 04:15:52, 192.168.0.102 
2019-09-13 04:15:52, 192.168.0.102 
2019-09-13 04:15:52, 192.168.0.102 
2019-09-13 04:15:53, 192.168.0.102 
2019-09-13 04:15:52, 192.168.0.102 
2019-09-13 04:15:53, 192.168.0.102 
2019-09-13 04:15:52, 192.168.0.102 
2019-09-13 04:15:52, 192.168.0.102 
2019-09-13 04:15:52, 192.168.0.102 
2019-09-13 04:15:52, 192.168.0.102 
2019-09-13 04:15:52, 192.168.0.102 
2019-09-13 04:15:52, 192.168.0.102 
2019-09-13 04:15:52, 192.168.0.102 
2019-09-13 04:15:52, 192.168.0.102 
2019-09-13 04:15:54, 192.168.0.102 
2019-09-13 04:15:54, 192.168.0.102 
2019-09-13 04:15:56, 192.168.0.102 
2019-09-13 04:15:58, 192.168.0.102 
2019-09-13 04:15:58, 192.168.0.102 
2019-09-13 04:15:58, 192.168.0.102 
2019-09-13 03:26:52, 192.168.0.102 
2019-09-13 04:15:59, 192.168.0.102 
2019-09-13 04:16:00, 192.168.0.102 
2019-09-13 04:15:59, 192.168.0.102 
2019-09-13 04:22:07, 192.168.0.102 
2019-09-13 04:31:30, 192.168.0.102 
2019-09-13 04:40:19, 192.168.0.102 
2019-09-13 04:50:53, 192.168.0.102 
2019-09-13 05:04:49, 192.168.0.102 
2019-09-13 05:10:51, 192.168.0.102 
2019-09-13 05:20:34, 192.168.0.102 
2019-09-13 05:30:48, 192.168.0.102 
2019-09-13 05:40:59, 192.168.0.102 
2019-09-13 05:50:33, 192.168.0.102 
2019-09-13 06:00:37, 192.168.0.102 
2019-09-13 06:10:46, 192.168.0.102 
2019-09-13 06:20:53, 192.168.0.102 
2019-09-13 06:31:04, 192.168.0.102 
2019-09-13 06:40:32, 192.168.0.102 
2019-09-13 06:53:21, 192.168.0.102 
2019-09-13 07:00:58, 192.168.0.102 
2019-09-13 07:11:20, 192.168.0.102 
2019-09-13 07:22:49, 192.168.0.102 
2019-09-13 07:32:39, 192.168.0.102 
2019-09-13 07:42:37, 192.168.0.102 
2019-09-13 07:51:26, 192.168.0.102 
2019-09-13 08:03:31, 192.168.0.102 
2019-09-13 08:16:27, 192.168.0.102 
2019-09-13 08:30:22, 192.168.0.102 
2019-09-13 08:32:20, 192.168.0.102 
2019-09-13 08:42:44, 192.168.0.102 
2019-09-13 08:52:02, 192.168.0.102 
2019-09-13 09:01:43, 192.168.0.102 
2019-09-13 12:43:40, 192.168.0.102 
2019-09-13 12:43:40, 192.168.0.102 
2019-09-13 12:43:40, 192.168.0.102 
2019-09-13 12:43:40, 192.168.0.102 
2019-09-13 12:43:40, 192.168.0.102 
2019-09-13 12:43:40, 192.168.0.102 
2019-09-13 12:43:40, 192.168.0.102 
2019-09-13 12:43:40, 192.168.0.102 
2019-09-13 12:43:40, 192.168.0.102 
2019-09-13 12:43:40, 192.168.0.102 
2019-09-13 12:43:40, 192.168.0.102 
2019-09-13 12:43:40, 192.168.0.102 
2019-09-13 12:43:40, 192.168.0.102 
2019-09-13 12:43:40, 192.168.0.102 
2019-09-13 12:43:40, 192.168.0.102 
2019-09-13 12:43:40, 192.168.0.102 
2019-09-13 12:43:40, 192.168.0.102 
2019-09-13 12:43:40, 192.168.0.102 
2019-09-13 12:43:40, 192.168.0.102 
2019-09-13 12:43:40, 192.168.0.102 
2019-09-13 12:43:40, 192.168.0.102 
2019-09-13 12:43:40, 192.168.0.102 
2019-09-13 12:50:24, 192.168.0.102 
2019-09-13 13:01:29, 192.168.0.102 
2019-09-13 13:10:53, 192.168.0.102 
2019-09-13 13:20:51, 192.168.0.102 
2019-09-13 13:30:53, 192.168.0.102 
2019-09-13 13:40:49, 192.168.0.102 
2019-09-13 13:50:59, 192.168.0.102 
2019-09-13 14:00:49, 192.168.0.102 
2019-09-13 14:11:11, 192.168.0.102 
2019-09-13 14:20:48, 192.168.0.102 
2019-09-13 14:30:31, 192.168.0.102 
2019-09-13 14:40:02, 192.168.0.102 
2019-09-13 14:51:11, 192.168.0.102 
2019-09-13 15:00:43, 192.168.0.102 
2019-09-13 15:10:24, 192.168.0.102 
2019-09-13 15:20:35, 192.168.0.102 
2019-09-13 15:30:41, 192.168.0.102 
2019-09-13 15:40:34, 192.168.0.102 
2019-09-13 15:50:29, 192.168.0.102 
2019-09-13 16:00:23, 192.168.0.102 
2019-09-13 16:10:36, 192.168.0.102 
2019-09-13 16:20:28, 192.168.0.102 
2019-09-13 16:30:29, 192.168.0.102 
2019-09-13 16:40:30, 192.168.0.102 
2019-09-13 16:50:39, 192.168.0.102 
2019-09-13 17:00:43, 192.168.0.102 
2019-09-13 17:10:37, 192.168.0.102 
2019-09-13 17:23:32, 192.168.0.102 
2019-09-13 17:30:54, 192.168.0.102 
2019-09-13 17:40:50, 192.168.0.102 
2019-09-13 17:50:34, 192.168.0.102 
2019-09-13 18:00:24, 192.168.0.102 
2019-09-13 18:10:31, 192.168.0.102 
2019-09-13 18:20:36, 192.168.0.102 
2019-09-13 18:30:40, 192.168.0.102 
2019-09-13 18:40:37, 192.168.0.102 
2019-09-13 18:50:51, 192.168.0.102 
2019-09-13 19:00:31, 192.168.0.102 
2019-09-13 19:12:11, 192.168.0.102 
2019-09-13 19:20:18, 192.168.0.102 
2019-09-13 19:34:13, 192.168.0.102 
2019-09-13 19:40:14, 192.168.0.102 
2019-09-13 19:51:01, 192.168.0.102 
2019-09-13 20:01:20, 192.168.0.102 
2019-09-13 20:10:45, 192.168.0.102 
2019-09-13 20:20:40, 192.168.0.102 
2019-09-13 20:30:51, 192.168.0.102 
2019-09-13 20:40:41, 192.168.0.102 
2019-09-13 20:50:30, 192.168.0.102 
2019-09-13 21:00:49, 192.168.0.102 
2019-09-13 21:10:41, 192.168.0.102 
2019-09-13 21:20:26, 192.168.0.102 
2019-09-13 21:30:30, 192.168.0.102 
2019-09-13 21:40:48, 192.168.0.102 
2019-09-13 21:50:58, 192.168.0.102 
2019-09-13 22:00:50, 192.168.0.102 
2019-09-13 22:10:54, 192.168.0.102 
2019-09-13 22:20:28, 192.168.0.102 
2019-09-13 22:31:00, 192.168.0.102 
2019-09-13 22:40:32, 192.168.0.102 
2019-09-13 22:50:26, 192.168.0.102 
2019-09-13 23:00:41, 192.168.0.102 
2019-09-13 23:10:44, 192.168.0.102 
2019-09-13 23:21:59, 192.168.0.102 
2019-09-13 23:32:07, 192.168.0.102 
2019-09-13 23:40:36, 192.168.0.102 
2019-09-13 23:50:43, 192.168.0.102 
2019-09-14 00:01:09, 192.168.0.102 
2019-09-14 00:11:01, 192.168.0.102 
2019-09-14 00:23:15, 192.168.0.102 
2019-09-14 00:32:23, 192.168.0.102 
2019-09-14 00:44:05, 192.168.0.102 
2019-09-14 01:00:44, 192.168.0.102 
2019-09-14 05:45:56, 
2019-09-14 05:45:56, 
2019-09-14 05:45:56, 
2019-09-14 05:45:56, 
2019-09-14 05:45:56, 
2019-09-14 05:45:56, 
2019-09-14 05:45:56, 
2019-09-14 05:45:56, 
2019-09-14 05:45:56, 
2019-09-14 05:45:56, 
2019-09-14 05:45:56, 
2019-09-14 05:45:56, 
2019-09-14 05:45:56, 
2019-09-14 05:45:56, 
2019-09-14 05:45:56, 
2019-09-14 05:45:56, 
2019-09-14 05:45:56, 
2019-09-14 05:45:56, 
2019-09-14 05:45:56, 
2019-09-14 05:45:56, 
2019-09-14 05:45:56, 
2019-09-14 05:45:56, 
2019-09-14 05:45:56, 
2019-09-14 05:45:56, 
2019-09-14 05:45:56, 
2019-09-14 05:45:56, 
2019-09-14 05:45:56, 
2019-09-14 05:45:56, 
2019-09-14 05:45:56, 
2019-09-14 05:51:03, 192.168.0.100 
2019-09-14 06:00:27, 192.168.0.100 
2019-09-14 06:11:11, 192.168.0.100 
2019-09-14 06:20:38, 192.168.0.100 
2019-09-14 06:30:02, 192.168.0.100 
2019-09-14 06:40:17, 192.168.0.100 
2019-09-14 06:50:27, 192.168.0.100 
2019-09-14 07:00:33, 192.168.0.100 
2019-09-14 07:11:16, 192.168.0.100 
2019-09-14 07:20:36, 192.168.0.100 
2019-09-14 07:30:43, 192.168.0.100 
2019-09-14 07:40:38, 192.168.0.100 
2019-09-14 07:50:36, 192.168.0.100 
2019-09-14 08:00:47, 192.168.0.100 
2019-09-14 08:11:18, 192.168.0.100 
2019-09-14 08:20:41, 192.168.0.100 
2019-09-14 08:31:03, 192.168.0.100 
2019-09-14 08:42:21, 192.168.0.100 
2019-09-14 08:50:08, 192.168.0.100 
2019-09-14 09:00:41, 192.168.0.100 
2019-09-14 09:10:37, 192.168.0.100 
2019-09-14 09:20:59, 192.168.0.100 
2019-09-14 09:30:43, 192.168.0.100 
2019-09-14 09:41:27, 192.168.0.100 
2019-09-14 09:50:37, 192.168.0.100 
2019-09-14 10:00:53, 192.168.0.100 
2019-09-14 10:11:33, 192.168.0.100 
2019-09-14 10:20:57, 192.168.0.100 
2019-09-14 10:30:38, 192.168.0.100 
2019-09-14 10:41:14, 192.168.0.100 
2019-09-14 10:50:39, 192.168.0.100 
2019-09-14 11:00:30, 192.168.0.100 
2019-09-14 11:10:54, 192.168.0.100 
2019-09-14 11:20:40, 192.168.0.100 
2019-09-14 11:30:33, 192.168.0.100 
2019-09-14 11:41:20, 192.168.0.100 
2019-09-14 11:51:18, 192.168.0.100 
2019-09-14 12:01:13, 192.168.0.100 
2019-09-14 12:11:02, 192.168.0.100 
2019-09-14 12:20:53, 192.168.0.100 
2019-09-14 12:31:01, 192.168.0.100 
2019-09-14 12:41:03, 192.168.0.100 
2019-09-14 12:50:55, 192.168.0.100 
2019-09-14 13:00:53, 192.168.0.100 
2019-09-14 13:11:34, 192.168.0.100 
2019-09-14 13:30:37, 192.168.0.100 
2019-09-14 13:38:09, 192.168.0.100 
2019-09-14 13:45:52, 192.168.0.100 
2019-09-14 13:59:30, 192.168.0.100 
2019-09-14 14:22:20, 192.168.0.100 
2019-09-14 14:20:50, 192.168.0.100 
2019-09-14 14:27:35, 192.168.0.100 
2019-09-14 15:40:50, 192.168.0.100 
2019-09-14 20:03:43, 192.168.0.100 
2019-09-14 20:03:43, 192.168.0.100 
2019-09-14 20:03:43, 192.168.0.100 
2019-09-14 20:03:43, 192.168.0.100 
2019-09-14 20:08:37, 192.168.0.100 
2019-09-14 18:49:17, 192.168.0.100 
2019-09-14 20:43:54, 192.168.0.100 
2019-09-14 20:43:56, 192.168.0.100 
2019-09-14 20:43:54, 192.168.0.100 
2019-09-14 20:43:56, 192.168.0.100 
2019-09-14 20:43:56, 192.168.0.100 
2019-09-14 20:43:54, 192.168.0.100 
2019-09-14 20:43:56, 192.168.0.100 
2019-09-14 20:43:56, 192.168.0.100 
2019-09-14 20:43:56, 192.168.0.100 
2019-09-14 20:43:56, 192.168.0.100 
2019-09-14 20:03:43, 192.168.0.100 
2019-09-14 21:17:32, 192.168.0.100 
2019-09-14 21:17:32, 192.168.0.100 
2019-09-14 21:17:32, 192.168.0.100 
2019-09-14 21:17:32, 192.168.0.100 
2019-09-14 21:17:32, 192.168.0.100 
2019-09-14 21:17:32, 192.168.0.100 
2019-09-14 21:17:32, 192.168.0.100 
2019-09-14 21:17:32, 192.168.0.100 
2019-09-14 21:17:32, 192.168.0.100 
2019-09-14 21:17:32, 192.168.0.100 
2019-09-14 21:17:32, 192.168.0.100 
2019-09-14 21:17:32, 192.168.0.100 
2019-09-14 21:17:32, 192.168.0.100 
2019-09-14 21:17:32, 192.168.0.100 
2019-09-14 21:17:32, 192.168.0.100 
2019-09-14 21:17:32, 192.168.0.100 
2019-09-14 21:17:32, 192.168.0.100 
2019-09-14 21:17:32, 192.168.0.100 
2019-09-14 21:17:32, 192.168.0.100 
2019-09-14 21:17:32, 192.168.0.100 
2019-09-14 21:17:32, 192.168.0.100 
2019-09-14 21:17:32, 192.168.0.100 
2019-09-14 21:17:32, 192.168.0.100 
2019-09-14 21:17:32, 192.168.0.100 
2019-09-14 21:21:32, 192.168.0.100 
2019-09-14 21:30:36, 192.168.0.100 
2019-09-14 21:40:49, 192.168.0.100 
2019-09-14 21:50:47, 192.168.0.100 
2019-09-14 22:01:25, 192.168.0.100 
2019-09-14 22:10:22, 192.168.0.100 
2019-09-14 22:20:34, 192.168.0.100 
2019-09-14 22:30:41, 192.168.0.100 
2019-09-14 22:41:46, 192.168.0.100 
2019-09-14 22:50:33, 192.168.0.100 
2019-09-14 23:00:33, 192.168.0.100 
2019-09-14 23:12:24, 192.168.0.100 
2019-09-14 23:20:48, 192.168.0.100 
2019-09-14 23:30:48, 192.168.0.100 
2019-09-14 23:40:42, 192.168.0.100 
2019-09-14 23:51:10, 192.168.0.100 
2019-09-15 00:01:04, 192.168.0.100 
2019-09-15 00:12:03, 192.168.0.100 
2019-09-15 00:22:47, 192.168.0.100 
2019-09-15 00:32:06, 192.168.0.100 
2019-09-15 00:41:12, 192.168.0.100 
2019-09-15 00:51:01, 192.168.0.100 
